Article URL,Nome do artigo,Categoria,Campanha,Data,Visitas Diretas,Novos usuários únicos,Clicks pagos,Tempo de leitura (minutos),Clicks redes sociais,Vezes pesquisados,Visualizações
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/11/2021, 46 , 73 , 0 , 604 , 119 , 21 , 245 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/12/2021, 14 , 22 , 0 , 218 , 35 , 6 , 100 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/13/2021, 61 , 98 , 0 , 640 , 159 , 28 , 381 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/17/2021, 29 , 47 , 0 , 237 , 76 , 13 , 233 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/19/2021, 0 , 0 , 0 , 125 , 0 , 0 , 41 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/20/2021, 0 , 0 , 0 , 19 , 0 , 0 , 6 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/23/2021, 6 , 10 , 0 , 61 , 17 , 3 , 35 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/24/2021, 0 , 0 , 0 , 45 , 0 , 0 , 24 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/25/2021, 54 , 87 , 0 , 1.040 , 141 , 24 , 290 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/27/2021, 18 , 29 , 0 , 432 , 47 , 8 , 183 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/28/2021, 19 , 30 , 0 , 375 , 48 , 8 , 147 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,07/30/2021, 0 , 0 , 0 , 24 , 0 , 0 , 9 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/01/2021, 30 , 49 , 0 , 627 , 79 , 14 , 191 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/02/2021, 12 , 19 , 0 , 231 , 30 , 5 , 75 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/03/2021, 9 , 14 , 0 , 360 , 23 , 4 , 110 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/04/2021, 37 , 60 , 0 , 246 , 97 , 17 , 194 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/07/2021, 7 , 12 , 0 , 371 , 19 , 3 , 130 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/08/2021, 46 , 74 , 0 , 1.210 , 121 , 21 , 321 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/09/2021, 6 , 10 , 0 , 319 , 16 , 3 , 120 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/11/2021, 14 , 22 , 0 , 175 , 36 , 6 , 88 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/12/2021, 0 , 0 , 0 , 19 , 0 , 0 , 8 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/14/2021, 0 , 0 , 0 , 154 , 0 , 0 , 76 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/15/2021, 84 , 134 , 0 , 1.834 , 218 , 38 , 464 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/16/2021, 2 , 4 , 0 , 34 , 6 , 1 , 32 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/17/2021, 49 , 78 , 0 , 729 , 127 , 22 , 291 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/18/2021, 19 , 30 , 0 , 310 , 49 , 9 , 106 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/20/2021, 0 , 0 , 0 , 73 , 0 , 0 , 21 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/21/2021, 27 , 43 , 0 , 513 , 69 , 12 , 175 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/22/2021, 19 , 31 , 0 , 242 , 50 , 9 , 157 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/23/2021, 26 , 42 , 0 , 437 , 68 , 12 , 229 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/24/2021, 24 , 38 , 0 , 492 , 62 , 11 , 208 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/25/2021, 48 , 77 , 0 , 908 , 125 , 22 , 243 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/26/2021, 20 , 32 , 0 , 559 , 52 , 9 , 149 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/27/2021, 66 , 106 , 0 , 618 , 172 , 30 , 430 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/28/2021, 27 , 44 , 0 , 388 , 71 , 12 , 177 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/29/2021, 18 , 29 , 0 , 447 , 47 , 8 , 121 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/30/2021, 9 , 15 , 0 , 257 , 24 , 4 , 132 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,08/31/2021, 43 , 69 , 0 , 1.158 , 112 , 19 , 290 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/01/2021, 10 , 15 , 0 , 217 , 25 , 4 , 92 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/02/2021, 4 , 7 , 0 , 139 , 11 , 2 , 56 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/03/2021, 9 , 14 , 0 , 148 , 23 , 4 , 62 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/04/2021, 18 , 29 , 0 , 182 , 47 , 8 , 160 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/11/2021, 15 , 24 , 0 , 509 , 40 , 7 , 140 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/14/2021, 29 , 46 , 0 , 664 , 75 , 13 , 244 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/16/2021, 188 , 300 , 0 , 2.400 , 488 , 84 , 999 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/18/2021, 50 , 81 , 0 , 630 , 131 , 23 , 254 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,09/26/2021, 0 , 0 , 0 , 320 , 0 , 0 , 97 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,10/06/2021, 28 , 45 , 0 , 685 , 74 , 13 , 183 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,10/10/2021, 27 , 44 , 0 , 519 , 71 , 12 , 163 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,10/14/2021, 13 , 20 , 0 , 362 , 33 , 6 , 148 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,10/15/2021, 0 , 0 , 0 , 75 , 0 , 0 , 38 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,10/19/2021, 19 , 30 , 0 , 138 , 49 , 8 , 131 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,10/20/2021, 70 , 113 , 0 , 1.311 , 183 , 32 , 392 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,10/27/2021, 76 , 122 , 0 , 1.065 , 198 , 34 , 395 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,11/02/2021, 15 , 24 , 0 , 518 , 39 , 7 , 135 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,11/04/2021, 54 , 86 , 0 , 658 , 140 , 24 , 285 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,11/07/2021, 32 , 52 , 0 , 370 , 84 , 15 , 198 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,11/12/2021, 5 , 8 , 0 , 84 , 12 , 2 , 27 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,11/15/2021, 20 , 32 , 0 , 349 , 51 , 9 , 136 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,11/17/2021, 17 , 27 , 0 , 428 , 43 , 7 , 168 
Article_10,Análise: Expectativa vs. Realidade,Gestão,1047,11/30/2021, 49 , 78 , 0 , 564 , 126 , 22 , 251 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,07/27/2021, 37 , 59 , 0 , 725 , 95 , 16 , 275 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,07/28/2021, 149 , 238 , 0 , 2.809 , 387 , 67 , 791 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,07/29/2021, 876 , 1.402 , 0 , 14.084 , 2.278 , 394 , 4.444 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,07/30/2021, 5.117 , 8.187 , 0 , 91.978 , 13.304 , 2.303 , 25.661 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,07/31/2021, 12.956 , 20.729 , 0 , 231.584 , 33.685 , 5.830 , 64.865 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/01/2021, 3.300 , 5.280 , 0 , 62.506 , 8.580 , 1.485 , 16.535 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/02/2021, 632 , 1.012 , 0 , 6.647 , 1.644 , 285 , 3.216 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/03/2021, 281 , 449 , 0 , 3.298 , 730 , 126 , 1.460 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/04/2021, 356 , 570 , 0 , 3.938 , 927 , 160 , 1.857 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/05/2021, 26 , 42 , 0 , 437 , 69 , 12 , 158 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/06/2021, 968 , 1.549 , 0 , 5.852 , 2.517 , 436 , 4.842 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/07/2021, 155 , 249 , 0 , 3.363 , 404 , 70 , 841 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/08/2021, 18 , 29 , 0 , 466 , 47 , 8 , 147 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/09/2021, 28 , 44 , 0 , 200 , 72 , 12 , 184 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/10/2021, 104 , 167 , 0 , 772 , 271 , 47 , 525 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/11/2021, 31 , 49 , 0 , 866 , 80 , 14 , 227 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/12/2021, 16 , 26 , 0 , 178 , 42 , 7 , 109 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/13/2021, 50 , 81 , 0 , 438 , 131 , 23 , 271 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/14/2021, 18 , 28 , 0 , 409 , 46 , 8 , 118 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/15/2021, 54 , 87 , 0 , 448 , 141 , 24 , 272 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/16/2021, 210 , 336 , 0 , 2.733 , 546 , 95 , 1.074 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/17/2021, 22 , 35 , 0 , 186 , 56 , 10 , 144 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/18/2021, 8 , 12 , 0 , 362 , 20 , 3 , 108 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/19/2021, 11 , 18 , 0 , 323 , 29 , 5 , 154 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/20/2021, 4 , 6 , 0 , 204 , 9 , 2 , 112 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/21/2021, 164 , 262 , 0 , 1.245 , 426 , 74 , 886 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/22/2021, 103 , 165 , 0 , 1.710 , 268 , 46 , 554 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/23/2021, 9 , 14 , 0 , 156 , 22 , 4 , 83 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/24/2021, 6 , 10 , 0 , 340 , 17 , 3 , 108 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/25/2021, 18 , 28 , 0 , 218 , 46 , 8 , 100 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/26/2021, 18 , 28 , 0 , 161 , 46 , 8 , 98 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/27/2021, 35 , 56 , 0 , 229 , 92 , 16 , 212 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/28/2021, 52 , 83 , 0 , 1.384 , 134 , 23 , 354 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/29/2021, 28 , 45 , 0 , 466 , 74 , 13 , 179 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,08/31/2021, 132 , 211 , 0 , 2.474 , 343 , 59 , 682 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/01/2021, 24 , 38 , 0 , 239 , 61 , 11 , 152 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/02/2021, 6 , 10 , 0 , 131 , 16 , 3 , 42 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/03/2021, 76 , 121 , 0 , 841 , 197 , 34 , 378 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/04/2021, 12 , 19 , 0 , 421 , 30 , 5 , 117 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/05/2021, 0 , 0 , 0 , 250 , 0 , 0 , 75 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/06/2021, 36 , 58 , 0 , 294 , 95 , 16 , 260 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/07/2021, 13 , 20 , 0 , 315 , 33 , 6 , 104 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/10/2021, 12 , 20 , 0 , 200 , 32 , 6 , 90 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/12/2021, 56 , 89 , 0 , 458 , 145 , 25 , 373 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/13/2021, 20 , 31 , 0 , 540 , 51 , 9 , 180 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/16/2021, 3 , 4 , 0 , 42 , 7 , 1 , 32 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/17/2021, 92 , 147 , 0 , 1.493 , 239 , 41 , 519 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/18/2021, 6 , 10 , 0 , 98 , 16 , 3 , 46 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/20/2021, 0 , 0 , 0 , 15 , 0 , 0 , 11 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/23/2021, 12 , 19 , 0 , 191 , 31 , 5 , 67 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/24/2021, 6 , 9 , 0 , 146 , 15 , 3 , 73 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/28/2021, 0 , 0 , 0 , 62 , 0 , 0 , 18 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,09/30/2021, 50 , 81 , 0 , 1.009 , 131 , 23 , 297 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/01/2021, 49 , 78 , 0 , 1.138 , 126 , 22 , 324 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/03/2021, 15 , 23 , 0 , 180 , 38 , 7 , 101 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/06/2021, 29 , 47 , 0 , 600 , 76 , 13 , 164 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/09/2021, 37 , 59 , 0 , 323 , 96 , 17 , 219 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/11/2021, 34 , 55 , 0 , 533 , 89 , 15 , 272 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/12/2021, 0 , 0 , 0 , 164 , 0 , 0 , 64 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/13/2021, 10 , 16 , 0 , 198 , 27 , 5 , 82 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/14/2021, 117 , 187 , 0 , 1.493 , 304 , 53 , 633 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/15/2021, 92 , 148 , 0 , 1.026 , 240 , 42 , 525 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/16/2021, 18 , 28 , 0 , 297 , 46 , 8 , 96 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/17/2021, 17 , 28 , 0 , 180 , 45 , 8 , 130 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/20/2021, 8 , 13 , 0 , 224 , 22 , 4 , 118 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/21/2021, 19 , 30 , 0 , 283 , 48 , 8 , 106 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/23/2021, 74 , 118 , 0 , 772 , 191 , 33 , 400 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/24/2021, 85 , 136 , 0 , 1.513 , 221 , 38 , 469 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/25/2021, 52 , 83 , 0 , 785 , 135 , 23 , 328 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/28/2021, 39 , 62 , 0 , 582 , 101 , 18 , 224 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/29/2021, 168 , 269 , 0 , 1.910 , 437 , 76 , 890 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,10/30/2021, 9 , 14 , 0 , 89 , 22 , 4 , 67 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/03/2021, 46 , 74 , 0 , 1.007 , 120 , 21 , 259 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/06/2021, 41 , 65 , 0 , 494 , 106 , 18 , 283 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/08/2021, 7 , 11 , 0 , 457 , 17 , 3 , 117 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/13/2021, 8 , 13 , 0 , 152 , 21 , 4 , 47 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/14/2021, 4 , 6 , 0 , 166 , 10 , 2 , 45 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/16/2021, 0 , 0 , 0 , 192 , 0 , 0 , 92 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/20/2021, 3 , 5 , 0 , 75 , 9 , 2 , 20 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/21/2021, 15 , 24 , 0 , 278 , 38 , 7 , 84 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/22/2021, 0 , 0 , 0 , 70 , 0 , 0 , 23 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/26/2021, 0 , 0 , 0 , 50 , 0 , 0 , 32 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/28/2021, 11 , 17 , 0 , 323 , 28 , 5 , 132 
Article_100,A próxima grande novidade na inteligência aumentada,Data Science,1047,11/29/2021, 7 , 11 , 0 , 184 , 17 , 3 , 105 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/04/2021, 48 , 77 , 0 , 388 , 125 , 22 , 276 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/07/2021, 315 , 505 , 0 , 5.813 , 820 , 142 , 1.616 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/08/2021, 9.072 , 14.516 , 0 , 180.614 , 23.588 , 4.083 , 45.431 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/09/2021, 816 , 1.306 , 0 , 8.524 , 2.122 , 367 , 4.108 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/10/2021, 180 , 289 , 0 , 2.637 , 469 , 81 , 904 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/11/2021, 1.550 , 2.481 , 0 , 20.586 , 4.031 , 698 , 7.758 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/12/2021, 72 , 115 , 0 , 1.142 , 187 , 32 , 378 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/13/2021, 76 , 121 , 0 , 1.218 , 197 , 34 , 436 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/14/2021, 179 , 287 , 0 , 1.128 , 466 , 81 , 900 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/15/2021, 34 , 55 , 0 , 1.023 , 89 , 15 , 262 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/16/2021, 9 , 15 , 0 , 234 , 24 , 4 , 147 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/17/2021, 71 , 114 , 0 , 934 , 185 , 32 , 428 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/18/2021, 274 , 439 , 0 , 2.530 , 713 , 123 , 1.442 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/19/2021, 15 , 24 , 0 , 280 , 38 , 7 , 133 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/20/2021, 34 , 54 , 0 , 233 , 88 , 15 , 221 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/21/2021, 856 , 1.369 , 0 , 6.287 , 2.225 , 385 , 4.329 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/22/2021, 38 , 60 , 0 , 359 , 98 , 17 , 193 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/23/2021, 40 , 63 , 0 , 674 , 103 , 18 , 239 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/24/2021, 4 , 7 , 0 , 131 , 11 , 2 , 42 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/25/2021, 63 , 101 , 0 , 656 , 164 , 28 , 386 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/26/2021, 4 , 6 , 0 , 242 , 10 , 2 , 83 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/27/2021, 50 , 80 , 0 , 1.240 , 129 , 22 , 340 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/28/2021, 43 , 69 , 0 , 1.121 , 112 , 19 , 283 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/29/2021, 91 , 146 , 0 , 1.556 , 237 , 41 , 542 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/30/2021, 58 , 93 , 0 , 510 , 151 , 26 , 314 
Article_101,Cloud: Strategies for Success,DevOps,1047,08/31/2021, 6 , 10 , 0 , 369 , 16 , 3 , 123 
